PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,ANNO,MES,MEDIA_MAGS
8,251,2,10,8251002,2016,3,15.384615384615385
8,251,2,10,8251002,2016,6,18.6
8,251,2,10,8251002,2016,2,10.0
8,251,2,10,8251002,2016,1,23.192307692307693
17,79,3,10,17079003,2016,12,29.513333333333335
17,79,3,10,17079003,2016,11,22.684615384615384
17,79,3,10,17079003,2016,10,20.716666666666672
17,79,3,10,17079003,2016,9,17.3625
17,79,3,10,17079003,2016,8,19.407692307692308
17,79,3,10,17079003,2016,5,17.122222222222224
17,79,3,10,17079003,2016,4,17.223529411764705
17,79,3,10,17079003,2016,3,20.837500000000002
17,79,3,10,17079003,2016,7,19.935714285714283
17,79,3,10,17079003,2016,6,17.988235294117647
17,79,3,10,17079003,2016,2,26.870588235294118
17,79,3,10,17079003,2016,1,25.864705882352943
8,22,5,10,8022005,2016,12,9.4
8,22,5,10,8022005,2016,11,10.555555555555555
8,22,5,10,8022005,2016,10,16.8
8,22,5,10,8022005,2016,9,11.6
8,22,5,10,8022005,2016,5,10.142857142857142
8,22,5,10,8022005,2016,4,9.4
8,22,5,10,8022005,2016,3,10.181818181818182
8,22,5,10,8022005,2016,7,15.5
8,22,5,10,8022005,2016,6,12.5
8,22,5,10,8022005,2016,2,20.41176470588235
8,22,5,10,8022005,2016,1,17.1
43,44,3,10,43044003,2016,12,10.01875
43,44,3,10,43044003,2016,11,13.960000000000003
43,44,3,10,43044003,2016,10,19.046666666666667
43,44,3,10,43044003,2016,9,16.435714285714287
43,44,3,10,43044003,2016,8,17.95
43,44,3,10,43044003,2016,5,14.306250000000002
43,44,3,10,43044003,2016,4,10.953333333333335
43,44,3,10,43044003,2016,3,10.023076923076925
43,44,3,10,43044003,2016,7,19.378571428571426
43,44,3,10,43044003,2016,6,14.62857142857143
43,44,3,10,43044003,2016,2,16.099999999999998
43,44,3,10,43044003,2016,1,10.520000000000001
43,13,1,10,43013001,2016,12,11.98076923076923
43,13,1,10,43013001,2016,11,11.61111111111111
43,13,1,10,43013001,2016,10,7.319230769230771
43,13,1,10,43013001,2016,9,10.75
43,13,1,10,43013001,2016,8,14.17727272727273
43,13,1,10,43013001,2016,5,12.933333333333335
43,13,1,10,43013001,2016,4,9.399999999999999
43,13,1,10,43013001,2016,3,11.275
43,13,1,10,43013001,2016,7,13.836842105263159
43,13,1,10,43013001,2016,6,14.163999999999996
43,13,1,10,43013001,2016,2,9.133333333333335
43,13,1,10,43013001,2016,1,9.882142857142856
8,211,4,10,8211004,2016,12,17.899999999999995
8,211,4,10,8211004,2016,11,20.368181818181817
8,211,4,10,8211004,2016,10,23.30384615384615
8,211,4,10,8211004,2016,9,16.57058823529412
8,211,4,10,8211004,2016,5,16.8
8,211,4,10,8211004,2016,4,15.904000000000002
8,211,4,10,8211004,2016,3,16.523809523809526
8,211,4,10,8211004,2016,8,19.108
8,211,4,10,8211004,2016,7,22.077419354838707
8,211,4,10,8211004,2016,6,19.009523809523813
8,211,4,10,8211004,2016,2,19.56153846153846
8,211,4,10,8211004,2016,1,22.1
8,96,14,10,8096014,2016,12,46.61428571428571
8,96,14,10,8096014,2016,11,37.14705882352942
8,96,14,10,8096014,2016,10,32.311764705882354
8,96,14,10,8096014,2016,9,24.97647058823529
8,96,14,10,8096014,2016,8,24.506666666666668
8,96,14,10,8096014,2016,5,22.099999999999994
8,96,14,10,8096014,2016,4,21.033333333333328
8,96,14,10,8096014,2016,3,25.783333333333342
8,96,14,10,8096014,2016,7,30.135294117647057
8,96,14,10,8096014,2016,6,22.98125
8,96,14,10,8096014,2016,2,43.99333333333333
8,96,14,10,8096014,2016,1,42.10625
12,32,5,9,12032005,2016,1,5.0
12,5,4,9,12005004,2016,1,16.166666666666668
12,40,16,9,12040016,2016,1,17.580645161290324
12,126,3,9,12126003,2016,1,10.666666666666666
3,65,7,9,3065007,2016,1,7.777777777777778
3,14,8,9,3014008,2016,1,14.838709677419354
3,2,2,9,3002002,2016,1,11.333333333333334
22,125,1,9,22125001,2016,1,9.35483870967742
50,8,1,9,50008001,2016,1,14.233333333333333
44,51,5,9,44051005,2016,1,4.172413793103448
22,125,1,9,22125001,2016,2,9.0
22,158,2,9,22158002,2016,2,11.925925925925926
50,8,1,9,50008001,2016,2,12.655172413793103
3,2,2,9,3002002,2016,2,14.333333333333334
12,5,4,9,12005004,2016,2,10.5
12,40,16,9,12040016,2016,2,15.0
3,65,7,9,3065007,2016,2,8.4
12,32,5,9,12032005,2016,2,6.5
12,135,4,9,12135004,2016,2,7.166666666666667
12,124,1,9,12124001,2016,2,1.6
3,105,1,9,3105001,2016,2,7.2631578947368425
3,133,2,9,3133002,2016,2,10.5
46,250,43,9,46250043,2016,2,17.807692307692307
3,14,8,9,3014008,2016,2,15.137931034482758
50,297,36,9,50297036,2016,2,10.068965517241379
50,297,36,9,50297036,2016,1,16.583333333333332
44,51,5,9,44051005,2016,2,4.423076923076923
12,5,4,9,12005004,2016,3,14.0
12,135,4,9,12135004,2016,3,13.166666666666666
12,40,16,9,12040016,2016,3,10.884615384615385
3,2,2,9,3002002,2016,3,13.833333333333334
3,65,7,9,3065007,2016,3,8.75
3,99,2,9,3099002,2016,3,17.5
12,32,5,9,12032005,2016,3,12.25
12,126,3,9,12126003,2016,3,7.166666666666667
3,105,1,9,3105001,2016,3,4.666666666666667
12,124,1,9,12124001,2016,3,8.333333333333334
46,250,43,9,46250043,2016,3,19.3
3,14,8,9,3014008,2016,3,13.8
50,297,36,9,50297036,2016,3,10.129032258064516
22,125,1,9,22125001,2016,3,6.793103448275862
22,125,1,9,22125001,2016,4,5.586206896551724
44,51,5,9,44051005,2016,3,4.724137931034483
44,51,5,9,44051005,2016,4,3.1481481481481484
50,8,1,9,50008001,2016,3,9.133333333333333
8,89,5,9,8089005,2016,1,18.099999999999998
8,301,4,9,8301004,2016,1,18.245454545454546
8,19,28,9,8019028,2016,1,20.964285714285715
8,19,45,9,8019045,2016,1,15.05483870967742
8,19,54,9,8019054,2016,1,15.900000000000002
8,211,4,9,8211004,2016,1,10.814814814814815
8,252,2,9,8252002,2016,1,16.8
8,33,4,9,8033004,2016,1,18.076923076923077
8,283,3,9,8283003,2016,1,13.368421052631579
8,19,4,9,8019004,2016,1,18.753333333333334
8,19,43,9,8019043,2016,1,19.52333333333333
8,19,44,9,8019044,2016,1,15.306451612903226
8,19,53,9,8019053,2016,1,16.28125
25,51,1,9,25051001,2016,1,14.246153846153845
8,22,6,9,8022006,2016,1,13.221428571428572
17,22,2,9,17022002,2016,1,22.956249999999997
43,47,1,9,43047001,2016,1,14.466666666666667
8,96,14,9,8096014,2016,1,17.23125
8,101,1,9,8101001,2016,1,13.240000000000002
25,120,1,9,25120001,2016,1,28.987500000000004
8,113,2,9,8113002,2016,1,33.650000000000006
8,121,14,9,8121014,2016,1,14.42
8,184,6,9,8184006,2016,1,18.06
8,187,12,9,8187012,2016,1,16.962500000000002
8,194,8,9,8194008,2016,1,19.462500000000002
8,263,6,9,8263006,2016,1,21.439999999999998
8,245,12,9,8245012,2016,1,20.92
8,259,2,9,8259002,2016,1,18.966666666666665
43,44,3,9,43044003,2016,1,7.171428571428572
43,148,22,9,43148022,2016,1,14.907142857142858
8,298,8,9,8298008,2016,1,15.035714285714286
8,307,6,9,8307006,2016,1,18.08
8,89,5,9,8089005,2016,2,18.1
8,169,9,9,8169009,2016,2,18.566666666666666
8,301,4,9,8301004,2016,2,18.400000000000002
8,19,28,9,8019028,2016,2,19.01724137931034
8,19,45,9,8019045,2016,2,12.510344827586207
8,19,54,9,8019054,2016,2,12.342857142857142
8,211,4,9,8211004,2016,2,9.056000000000001
8,252,2,9,8252002,2016,2,10.5
8,33,4,9,8033004,2016,2,16.357142857142858
8,283,3,9,8283003,2016,2,11.047619047619047
8,19,4,9,8019004,2016,2,15.23076923076923
8,19,43,9,8019043,2016,2,14.813793103448276
8,19,44,9,8019044,2016,2,12.679310344827588
8,19,53,9,8019053,2016,2,12.864285714285714
25,51,1,9,25051001,2016,2,10.842857142857143
8,22,6,9,8022006,2016,2,10.807142857142859
17,22,2,9,17022002,2016,2,15.564285714285713
43,47,1,9,43047001,2016,2,12.166666666666666
8,96,14,9,8096014,2016,2,17.892857142857142
8,101,1,9,8101001,2016,2,10.344444444444445
25,120,1,9,25120001,2016,2,22.80714285714286
8,113,2,9,8113002,2016,2,26.199999999999996
8,121,14,9,8121014,2016,2,12.633333333333333
8,184,6,9,8184006,2016,2,15.030000000000001
8,187,12,9,8187012,2016,2,15.721428571428572
8,194,8,9,8194008,2016,2,14.957142857142857
8,263,6,9,8263006,2016,2,19.253333333333334
8,245,12,9,8245012,2016,2,19.5
8,259,2,9,8259002,2016,2,11.54
43,44,3,9,43044003,2016,2,6.778571428571429
43,148,22,9,43148022,2016,2,12.47857142857143
8,298,8,9,8298008,2016,2,13.713333333333333
8,307,6,9,8307006,2016,2,13.026666666666666
50,297,36,9,50297036,2016,4,6.4
12,32,5,9,12032005,2016,4,6.0
12,124,1,9,12124001,2016,4,7.166666666666667
12,126,3,9,12126003,2016,4,7.4
3,2,2,9,3002002,2016,4,6.875
12,40,16,9,12040016,2016,4,10.241379310344827
46,250,43,9,46250043,2016,4,15.3
3,14,8,9,3014008,2016,4,9.392857142857142
3,99,2,9,3099002,2016,4,10.19047619047619
12,5,4,9,12005004,2016,4,13.0
3,65,7,9,3065007,2016,4,8.714285714285714
3,2,2,9,3002002,2016,5,12.571428571428571
3,14,8,9,3014008,2016,5,11.966666666666667
12,40,16,9,12040016,2016,5,13.272727272727273
3,65,7,9,3065007,2016,5,7.5
12,126,3,9,12126003,2016,5,9.117647058823529
12,5,4,9,12005004,2016,5,10.75
3,99,2,9,3099002,2016,5,10.5
46,250,43,9,46250043,2016,5,16.714285714285715
12,124,1,9,12124001,2016,5,11.5
12,135,4,9,12135004,2016,5,10.0
12,120,1,9,12120001,2016,5,10.428571428571429
50,8,1,9,50008001,2016,4,6.166666666666667
45,153,999,9,45153999,2016,1,3.3333333333333335
7,32,999,9,7032999,2016,1,5.392857142857143
18,189,999,9,18189999,2016,1,6.714285714285714
33,36,999,9,33036999,2016,1,4.7407407407407405
19,61,999,9,19061999,2016,1,2.2222222222222223
17,32,999,9,17032999,2016,1,8.074074074074074
6,16,999,9,6016999,2016,1,3.6153846153846154
46,263,999,9,46263999,2016,1,4.9
49,149,999,9,49149999,2016,1,2.0
25,224,999,9,25224999,2016,1,7.827586206896552
27,58,999,9,27058999,2016,1,4.166666666666667
50,297,36,9,50297036,2016,5,8.225806451612904
44,51,5,9,44051005,2016,5,4.925925925925926
3,14,8,9,3014008,2016,6,12.448275862068966
12,32,5,9,12032005,2016,6,16.0
12,40,16,9,12040016,2016,6,14.357142857142858
3,105,1,9,3105001,2016,6,9.545454545454545
12,5,4,9,12005004,2016,6,17.166666666666668
12,120,1,9,12120001,2016,6,9.7
3,133,2,9,3133002,2016,6,10.4
46,250,43,9,46250043,2016,6,14.4
12,124,1,9,12124001,2016,6,15.666666666666666
12,135,4,9,12135004,2016,6,16.5
3,65,7,9,3065007,2016,6,9.5
22,125,1,9,22125001,2016,5,7.387096774193548
50,8,1,9,50008001,2016,5,9.96774193548387
45,153,999,9,45153999,2016,2,6.285714285714286
17,32,999,9,17032999,2016,2,6.2
6,16,999,9,6016999,2016,2,5.310344827586207
46,263,999,9,46263999,2016,2,4.655172413793103
49,149,999,9,49149999,2016,2,3.0833333333333335
25,224,999,9,25224999,2016,2,6.16
27,58,999,9,27058999,2016,2,5.6875
7,32,999,9,7032999,2016,2,6.777777777777778
18,189,999,9,18189999,2016,2,12.5
33,36,999,9,33036999,2016,2,5.6
19,61,999,9,19061999,2016,2,6.444444444444445
50,297,36,9,50297036,2016,6,10.294117647058824
22,125,1,9,22125001,2016,6,8.862068965517242
22,125,1,9,22125001,2016,7,10.0
44,51,5,9,44051005,2016,6,5.5
44,51,5,9,44051005,2016,7,7.125
50,8,1,9,50008001,2016,6,11.9
50,8,1,9,50008001,2016,7,13.32258064516129
22,158,2,9,22158002,2016,7,13.11111111111111
3,14,8,9,3014008,2016,7,12.80952380952381
12,5,4,9,12005004,2016,7,14.666666666666666
12,135,4,9,12135004,2016,7,13.5
12,124,1,9,12124001,2016,7,10.333333333333334
3,105,1,9,3105001,2016,7,14.0
12,40,16,9,12040016,2016,7,16.11764705882353
12,32,5,9,12032005,2016,7,13.5
3,65,7,9,3065007,2016,7,10.0
3,133,2,9,3133002,2016,7,13.4
45,153,999,9,45153999,2016,3,3.9642857142857144
17,32,999,9,17032999,2016,3,7.481481481481482
6,16,999,9,6016999,2016,3,5.1923076923076925
46,263,999,9,46263999,2016,3,4.645161290322581
49,149,999,9,49149999,2016,3,4.366666666666666
27,58,999,9,27058999,2016,3,8.066666666666666
7,32,999,9,7032999,2016,3,7.041666666666667
18,189,999,9,18189999,2016,3,6.9655172413793105
33,36,999,9,33036999,2016,3,6.285714285714286
19,61,999,9,19061999,2016,3,3.9473684210526314
25,224,999,9,25224999,2016,3,5.258064516129032
50,297,36,9,50297036,2016,7,9.129032258064516
44,51,5,9,44051005,2016,8,6.090909090909091
3,65,7,9,3065007,2016,8,12.2
3,14,8,9,3014008,2016,8,10.08695652173913
12,40,16,9,12040016,2016,8,10.176470588235293
46,250,43,9,46250043,2016,8,12.066666666666666
3,105,1,9,3105001,2016,8,7.785714285714286
3,133,2,9,3133002,2016,8,11.0
12,120,1,9,12120001,2016,8,9.846153846153847
45,153,999,9,45153999,2016,4,2.7083333333333335
17,32,999,9,17032999,2016,4,5.3478260869565215
6,16,999,9,6016999,2016,4,3.730769230769231
46,263,999,9,46263999,2016,4,3.3214285714285716
49,149,999,9,49149999,2016,4,2.107142857142857
25,224,999,9,25224999,2016,4,3.357142857142857
27,58,999,9,27058999,2016,4,6.7
7,32,999,9,7032999,2016,4,5.44
18,189,999,9,18189999,2016,4,4.8
33,36,999,9,33036999,2016,4,3.3666666666666667
19,61,999,9,19061999,2016,4,1.7857142857142858
22,125,1,9,22125001,2016,8,10.068965517241379
22,158,2,9,22158002,2016,8,11.0
50,8,1,9,50008001,2016,8,14.258064516129032
50,297,36,9,50297036,2016,8,13.206896551724139
8,89,5,9,8089005,2016,3,18.1
8,169,9,9,8169009,2016,3,18.306666666666665
8,301,4,9,8301004,2016,3,18.1
8,19,28,9,8019028,2016,3,17.353846153846153
8,19,45,9,8019045,2016,3,11.564516129032258
8,19,54,9,8019054,2016,3,9.983870967741936
8,211,4,9,8211004,2016,3,8.316666666666666
8,252,2,9,8252002,2016,3,10.75
8,33,4,9,8033004,2016,3,11.1
8,283,3,9,8283003,2016,3,10.05
8,19,4,9,8019004,2016,3,13.056666666666667
8,19,43,9,8019043,2016,3,13.13225806451613
8,19,44,9,8019044,2016,3,11.003225806451614
8,19,53,9,8019053,2016,3,10.631250000000001
25,51,1,9,25051001,2016,3,7.291666666666668
8,22,6,9,8022006,2016,3,9.414285714285713
17,22,2,9,17022002,2016,3,14.82
43,47,1,9,43047001,2016,3,9.5
8,96,14,9,8096014,2016,3,15.000000000000002
8,101,1,9,8101001,2016,3,11.639999999999997
25,120,1,9,25120001,2016,3,12.013333333333332
8,113,2,9,8113002,2016,3,14.193333333333332
8,121,14,9,8121014,2016,3,11.035714285714283
8,184,6,9,8184006,2016,3,11.073333333333332
8,187,12,9,8187012,2016,3,13.126666666666667
8,194,8,9,8194008,2016,3,13.224999999999998
8,263,6,9,8263006,2016,3,17.72666666666667
8,245,12,9,8245012,2016,3,13.781818181818181
8,259,2,9,8259002,2016,3,9.478571428571428
43,44,3,9,43044003,2016,3,6.050000000000001
43,148,22,9,43148022,2016,3,10.446666666666665
8,298,8,9,8298008,2016,3,11.335714285714287
8,307,6,9,8307006,2016,3,9.937499999999998
8,89,5,9,8089005,2016,4,18.1
8,169,9,9,8169009,2016,4,18.1375
8,301,4,9,8301004,2016,4,18.1
8,19,28,9,8019028,2016,4,15.716
8,19,45,9,8019045,2016,4,9.75
8,19,54,9,8019054,2016,4,8.314285714285713
8,211,4,9,8211004,2016,4,7.23
8,252,2,9,8252002,2016,4,9.4
8,33,4,9,8033004,2016,4,8.142857142857142
8,283,3,9,8283003,2016,4,6.190476190476191
8,19,4,9,8019004,2016,4,12.876
8,19,43,9,8019043,2016,4,13.64285714285714
8,19,44,9,8019044,2016,4,9.52
8,19,53,9,8019053,2016,4,9.113333333333333
25,51,1,9,25051001,2016,4,3.946153846153846
8,22,6,9,8022006,2016,4,5.435714285714285
17,22,2,9,17022002,2016,4,11.8
43,47,1,9,43047001,2016,4,9.193333333333332
8,96,14,9,8096014,2016,4,12.286666666666667
8,101,1,9,8101001,2016,4,9.833333333333334
25,120,1,9,25120001,2016,4,7.793333333333333
8,113,2,9,8113002,2016,4,8.7
8,121,14,9,8121014,2016,4,7.828571428571428
8,184,6,9,8184006,2016,4,7.54
8,187,12,9,8187012,2016,4,10.026666666666667
8,194,8,9,8194008,2016,4,12.46
8,263,6,9,8263006,2016,4,12.533333333333333
8,245,12,9,8245012,2016,4,11.853333333333333
8,259,2,9,8259002,2016,4,8.74
43,44,3,9,43044003,2016,4,5.086666666666668
43,148,22,9,43148022,2016,4,8.586666666666668
8,298,8,9,8298008,2016,4,8.113333333333333
8,307,6,9,8307006,2016,4,8.166666666666666
8,89,5,9,8089005,2016,5,18.099999999999998
8,169,9,9,8169009,2016,5,18.942857142857143
8,301,4,9,8301004,2016,5,18.099999999999998
8,19,28,9,8019028,2016,5,14.109999999999998
8,19,45,9,8019045,2016,5,10.206451612903223
8,19,54,9,8019054,2016,5,8.596774193548388
8,211,4,9,8211004,2016,5,8.073333333333334
8,252,2,9,8252002,2016,5,10.214285714285714
8,33,4,9,8033004,2016,5,9.583333333333334
8,283,3,9,8283003,2016,5,7.954545454545454
8,19,4,9,8019004,2016,5,11.60344827586207
8,19,43,9,8019043,2016,5,12.913333333333336
8,19,44,9,8019044,2016,5,10.577419354838709
8,19,53,9,8019053,2016,5,9.4
25,51,1,9,25051001,2016,5,5.159999999999999
8,22,6,9,8022006,2016,5,7.433333333333334
17,22,2,9,17022002,2016,5,7.8199999999999985
43,47,1,9,43047001,2016,5,8.821428571428571
8,96,14,9,8096014,2016,5,10.860000000000001
8,101,1,9,8101001,2016,5,11.75
25,120,1,9,25120001,2016,5,7.91875
8,113,2,9,8113002,2016,5,9.346666666666666
8,121,14,9,8121014,2016,5,7.568750000000001
8,184,6,9,8184006,2016,5,7.75
8,187,12,9,8187012,2016,5,10.991666666666667
8,194,8,9,8194008,2016,5,11.379999999999999
8,263,6,9,8263006,2016,5,14.162499999999998
8,245,12,9,8245012,2016,5,10.658333333333333
8,259,2,9,8259002,2016,5,9.006666666666668
43,44,3,9,43044003,2016,5,6.853333333333333
43,148,22,9,43148022,2016,5,8.54
8,298,8,9,8298008,2016,5,9.407692307692308
8,307,6,9,8307006,2016,5,8.7625
45,153,999,9,45153999,2016,5,4.366666666666666
17,32,999,9,17032999,2016,5,5.423076923076923
6,16,999,9,6016999,2016,5,5.758620689655173
46,263,999,9,46263999,2016,5,4.6
49,149,999,9,49149999,2016,5,3.310344827586207
27,58,999,9,27058999,2016,5,8.4
7,32,999,9,7032999,2016,5,5.310344827586207
18,189,999,9,18189999,2016,5,10.304347826086957
33,36,999,9,33036999,2016,5,5.161290322580645
19,61,999,9,19061999,2016,5,2.586206896551724
25,224,999,9,25224999,2016,5,4.8
50,297,36,9,50297036,2016,9,12.551724137931034
22,125,1,9,22125001,2016,9,10.428571428571429
44,51,5,9,44051005,2016,9,5.592592592592593
50,8,1,9,50008001,2016,9,13.535714285714286
12,32,5,9,12032005,2016,9,10.0
46,250,43,9,46250043,2016,9,14.526315789473685
3,105,1,9,3105001,2016,9,9.909090909090908
12,135,4,9,12135004,2016,9,8.4
12,124,1,9,12124001,2016,9,8.75
3,14,8,9,3014008,2016,9,14.916666666666666
3,99,2,9,3099002,2016,9,9.375
12,120,1,9,12120001,2016,9,14.714285714285714
50,297,36,9,50297036,2016,10,13.0
45,153,999,9,45153999,2016,6,7.033333333333333
17,32,999,9,17032999,2016,6,5.241379310344827
6,16,999,9,6016999,2016,6,6.785714285714286
46,263,999,9,46263999,2016,6,5.678571428571429
49,149,999,9,49149999,2016,6,4.266666666666667
25,224,999,9,25224999,2016,6,5.620689655172414
27,58,999,9,27058999,2016,6,8.172413793103448
7,32,999,9,7032999,2016,6,5.566666666666666
18,189,999,9,18189999,2016,6,21.666666666666668
33,36,999,9,33036999,2016,6,5.103448275862069
19,61,999,9,19061999,2016,6,4.043478260869565
12,32,5,9,12032005,2016,10,12.0
12,5,4,9,12005004,2016,10,7.8
46,250,43,9,46250043,2016,10,13.44
3,65,7,9,3065007,2016,10,11.0
12,135,4,9,12135004,2016,10,8.8
12,124,1,9,12124001,2016,10,6.428571428571429
3,14,8,9,3014008,2016,10,11.291666666666666
12,40,16,9,12040016,2016,10,11.96774193548387
3,99,2,9,3099002,2016,10,11.714285714285714
22,125,1,9,22125001,2016,10,10.633333333333333
44,51,5,9,44051005,2016,10,5.888888888888889
50,8,1,9,50008001,2016,10,11.933333333333334
45,153,999,9,45153999,2016,7,8.655172413793103
17,32,999,9,17032999,2016,7,5.793103448275862
6,16,999,9,6016999,2016,7,10.3
46,263,999,9,46263999,2016,7,6.866666666666666
49,149,999,9,49149999,2016,7,5.233333333333333
25,224,999,9,25224999,2016,7,6.8
27,58,999,9,27058999,2016,7,7.666666666666667
7,32,999,9,7032999,2016,7,5.903225806451613
33,36,999,9,33036999,2016,7,4.935483870967742
19,61,999,9,19061999,2016,7,5.967741935483871
12,5,4,9,12005004,2016,11,10.666666666666666
3,14,8,9,3014008,2016,11,10.095238095238095
12,40,16,9,12040016,2016,11,9.862068965517242
46,250,43,9,46250043,2016,11,13.636363636363637
12,32,5,9,12032005,2016,11,28.0
12,135,4,9,12135004,2016,11,22.5
12,124,1,9,12124001,2016,11,8.333333333333334
3,99,2,9,3099002,2016,11,13.5
12,120,1,9,12120001,2016,11,6.285714285714286
22,125,1,9,22125001,2016,11,10.037037037037036
44,51,5,9,44051005,2016,11,4.0
50,8,1,9,50008001,2016,11,14.206896551724139
26,89,1,9,26089001,2016,11,12.000000000000002
26,89,1,9,26089001,2016,12,12.620000000000001
45,153,999,9,45153999,2016,8,8.03225806451613
17,32,999,9,17032999,2016,8,5.741935483870968
6,16,999,9,6016999,2016,8,11.096774193548388
46,263,999,9,46263999,2016,8,6.290322580645161
49,149,999,9,49149999,2016,8,6.666666666666667
25,224,999,9,25224999,2016,8,6.827586206896552
27,58,999,9,27058999,2016,8,9.391304347826088
7,32,999,9,7032999,2016,8,5.483870967741935
33,36,999,9,33036999,2016,8,6.580645161290323
19,61,999,9,19061999,2016,8,5.870967741935484
22,125,1,9,22125001,2016,12,8.290322580645162
50,8,1,9,50008001,2016,12,11.709677419354838
44,51,5,9,44051005,2016,12,3.8846153846153846
26,89,1,9,26089001,2016,1,10.663636363636364
26,89,1,9,26089001,2016,2,11.011111111111111
26,89,1,9,26089001,2016,3,10.49
26,89,1,9,26089001,2016,4,8.950000000000001
26,89,1,9,26089001,2016,5,11.419999999999998
26,89,1,9,26089001,2016,6,11.6
26,89,1,9,26089001,2016,7,14.837500000000002
26,89,1,9,26089001,2016,8,13.26
26,89,1,9,26089001,2016,9,13.8
26,89,1,9,26089001,2016,10,12.32
49,149,999,9,49149999,2016,11,3.16
25,224,999,9,25224999,2016,11,5.703703703703703
27,58,999,9,27058999,2016,11,6.176470588235294
45,153,999,9,45153999,2016,12,3.4285714285714284
7,32,999,9,7032999,2016,12,4.758620689655173
18,189,999,9,18189999,2016,12,4.758620689655173
33,36,999,9,33036999,2016,12,7.387096774193548
19,61,999,9,19061999,2016,12,2.0
17,32,999,9,17032999,2016,12,6.555555555555555
6,16,999,9,6016999,2016,12,5.428571428571429
46,263,999,9,46263999,2016,12,4.193548387096774
49,149,999,9,49149999,2016,12,4.3076923076923075
25,224,999,9,25224999,2016,12,7.6
27,58,999,9,27058999,2016,12,7.631578947368421
7,32,999,9,7032999,2016,10,5.538461538461538
18,189,999,9,18189999,2016,10,8.857142857142858
33,36,999,9,33036999,2016,10,5.0
19,61,999,9,19061999,2016,10,6.526315789473684
17,32,999,9,17032999,2016,10,5.44
6,16,999,9,6016999,2016,10,7.074074074074074
46,263,999,9,46263999,2016,10,8.413793103448276
49,149,999,9,49149999,2016,10,4.5
25,224,999,9,25224999,2016,10,7.535714285714286
27,58,999,9,27058999,2016,10,7.7407407407407405
45,153,999,9,45153999,2016,11,3.9166666666666665
7,32,999,9,7032999,2016,11,5.208333333333333
18,189,999,9,18189999,2016,11,7.0
33,36,999,9,33036999,2016,11,6.5
19,61,999,9,19061999,2016,11,2.16
17,32,999,9,17032999,2016,11,6.260869565217392
6,16,999,9,6016999,2016,11,4.407407407407407
46,263,999,9,46263999,2016,11,4.0
45,153,999,9,45153999,2016,10,6.821428571428571
30,16,20,9,30016020,2016,5,11.06
30,16,20,9,30016020,2016,6,37.93333333333333
30,16,20,9,30016020,2016,7,14.442857142857141
30,16,20,9,30016020,2016,8,11.58125
30,16,20,9,30016020,2016,9,12.7
30,16,20,9,30016020,2016,10,12.933333333333334
30,16,20,9,30016020,2016,11,10.38
30,16,20,9,30016020,2016,12,16.046666666666667
30,16,20,9,30016020,2016,1,14.213333333333333
30,16,20,9,30016020,2016,2,10.3
30,16,20,9,30016020,2016,3,11.086666666666668
30,16,20,9,30016020,2016,4,8.053333333333333
33,44,32,9,33044032,2016,1,5.863636363636363
33,44,32,9,33044032,2016,2,7.199999999999999
33,44,32,9,33044032,2016,3,12.244444444444444
33,44,32,9,33044032,2016,4,7.3
33,44,32,9,33044032,2016,5,10.9375
33,44,32,9,33044032,2016,6,10.75
33,44,32,9,33044032,2016,7,12.120000000000001
33,44,32,9,33044032,2016,8,13.24
33,44,32,9,33044032,2016,9,11.755555555555556
33,44,32,9,33044032,2016,10,12.344444444444445
33,44,32,9,33044032,2016,11,9.780000000000001
33,44,32,9,33044032,2016,12,15.93333333333333
33,36,999,9,33036999,2016,9,5.9
19,61,999,9,19061999,2016,9,5.566666666666666
7,32,999,9,7032999,2016,9,6.08
25,224,999,9,25224999,2016,9,7.0344827586206895
27,58,999,9,27058999,2016,9,10.789473684210526
49,149,999,9,49149999,2016,9,5.88
6,16,999,9,6016999,2016,9,8.481481481481481
46,263,999,9,46263999,2016,9,6.1
17,32,999,9,17032999,2016,9,6.481481481481482
45,153,999,9,45153999,2016,9,7.633333333333334
28,148,4,9,28148004,2016,12,15.0
28,7,4,9,28007004,2016,12,16.8
28,148,4,9,28148004,2016,10,13.090909090909092
28,148,4,9,28148004,2016,11,13.0
28,7,4,9,28007004,2016,11,12.4
28,7,4,9,28007004,2016,9,11.9
28,7,4,9,28007004,2016,10,12.727272727272727
28,7,4,9,28007004,2016,8,8.9
28,148,4,9,28148004,2016,9,14.181818181818182
28,148,4,9,28148004,2016,6,16.666666666666668
28,7,4,9,28007004,2016,6,14.333333333333334
28,7,4,9,28007004,2016,7,12.272727272727273
28,148,4,9,28148004,2016,7,11.5
28,148,4,9,28148004,2016,8,8.9
28,7,4,9,28007004,2016,5,7.7272727272727275
28,148,4,9,28148004,2016,5,7.636363636363637
28,7,4,9,28007004,2016,3,10.9
28,148,4,9,28148004,2016,3,8.8
28,148,4,9,28148004,2016,4,6.2
28,7,4,9,28007004,2016,4,7.2
28,148,4,9,28148004,2016,2,10.6
28,7,4,9,28007004,2016,2,11.2
28,7,4,9,28007004,2016,1,10.4
28,148,4,9,28148004,2016,1,11.6
46,250,43,9,46250043,2016,12,16.36
46,250,43,9,46250043,2016,7,14.538461538461538
