MES,MAGNITUD,ANNO,PROVINCIA,MEDIA_VAL
8,9,2017,3,10.52831541218638
9,9,2017,3,7.680952380952381
10,9,2017,3,8.508428990364473
11,9,2017,3,9.908995119787045
12,9,2017,3,8.341727013386
1,10,2017,3,12.610878368942886
2,10,2017,3,28.8168904012654
3,10,2017,3,16.90753804140901
4,10,2017,3,18.854551780482307
5,10,2017,3,15.742146697388632
6,10,2017,3,17.80589785013698
7,10,2017,3,21.529555618825203
8,10,2017,3,27.03451091577665
9,10,2017,3,15.028330928330929
10,10,2017,3,13.797900623888497
11,10,2017,3,20.895402234218025
12,10,2017,3,11.251858489313687
1,17,2017,3,0.11325517075517076
2,17,2017,3,0.26175170068027215
3,17,2017,3,0.17964089481946627
4,17,2017,3,0.19205343267843267
5,17,2017,3,0.08023613291470434
6,17,2017,3,0.13754761904761906
7,17,2017,3,0.2081574074074074
8,17,2017,3,0.6090430402930401
9,17,2017,3,0.49059366823652534
10,17,2017,3,0.17230082417582418
11,17,2017,3,0.24591641691641694
12,17,2017,3,0.1758189033189033
1,19,2017,3,0.01
2,19,2017,3,0.01
3,19,2017,3,0.009999999999999998
4,19,2017,3,0.01
5,19,2017,3,0.01
6,19,2017,3,0.01
7,19,2017,3,0.01
8,19,2017,3,0.009642857142857144
9,19,2017,3,0.01
10,19,2017,3,0.009449404761904761
11,19,2017,3,0.010892857142857143
12,19,2017,3,0.009999999999999997
1,27,2017,3,0.0975
2,27,2017,3,0.09041666666666667
3,27,2017,3,0.034999999999999996
4,27,2017,3,0.04
5,27,2017,3,0.07
6,27,2017,3,
7,27,2017,3,0.04
8,27,2017,3,0.04
9,27,2017,3,0.04
10,27,2017,3,0.046250000000000006
11,27,2017,3,0.07791666666666666
12,27,2017,3,0.15291666666666667
1,28,2017,3,0.028399470899470897
2,28,2017,3,0.01511904761904762
3,28,2017,3,0.016909340659340657
4,28,2017,3,0.01
5,28,2017,3,0.01
6,28,2017,3,0.01
7,28,2017,3,0.01
8,28,2017,3,0.01464285714285714
9,28,2017,3,0.009999999999999998
10,28,2017,3,0.01538690476190476
11,28,2017,3,0.03382142857142857
12,28,2017,3,0.021736111111111112
1,62,2017,3,2.4518518518518517
2,62,2017,3,2.1047619047619053
3,62,2017,3,3.0908771585557298
4,62,2017,3,3.6747557997558
5,62,2017,3,2.779095368916797
6,62,2017,3,2.224761904761905
7,62,2017,3,3.1069444444444447
8,62,2017,3,3.5266483516483516
9,62,2017,3,1.8892063492063491
10,62,2017,3,1.918489010989011
11,62,2017,3,2.0057708957708953
12,62,2017,3,1.6541666666666666
1,9,2018,3,8.286961462712297
2,9,2018,3,9.369897959183673
3,9,2018,3,6.74310425432445
4,9,2018,3,10.17771730914588
5,9,2018,3,8.725925925925926
6,9,2018,3,8.913061224489796
7,9,2018,3,12.940996168582373
8,9,2018,3,9.094162826420892
9,9,2018,3,8.53801242236025
10,9,2018,3,7.418868407578085
11,9,2018,3,7.605714285714287
12,9,2018,3,11.219193086663948
1,10,2018,3,12.50285630624957
2,10,2018,3,14.198618459729573
3,10,2018,3,11.077411686655639
4,10,2018,3,19.91449248120301
5,10,2018,3,16.569566406704794
6,10,2018,3,14.358511904761905
7,10,2018,3,25.143440238173515
8,10,2018,3,21.151168575033637
9,10,2018,3,18.720944669365725
10,10,2018,3,14.885807240679803
11,10,2018,3,11.525047709492155
12,10,2018,3,13.991442001834395
1,17,2018,3,0.20504329004329003
2,17,2018,3,0.1865844155844156
3,17,2018,3,0.1312591575091575
4,17,2018,3,0.21567460317460316
5,17,2018,3,0.5284866938616938
6,17,2018,3,0.1943210631960632
7,17,2018,3,0.272360544217687
8,17,2018,3,0.1907888183245326
9,17,2018,3,0.2120838420838421
10,17,2018,3,0.2795714285714286
11,17,2018,3,0.20606385281385284
12,17,2018,3,0.18998368298368298
1,19,2018,3,0.009848484848484848
2,19,2018,3,0.01011904761904762
3,19,2018,3,0.01
4,19,2018,3,0.01
5,19,2018,3,0.01
6,19,2018,3,0.009777777777777776
7,19,2018,3,0.009999999999999998
8,19,2018,3,0.01
9,19,2018,3,0.01
10,19,2018,3,0.010204081632653062
11,19,2018,3,0.01
12,19,2018,3,0.009999999999999998
1,27,2018,3,0.11479166666666667
2,27,2018,3,0.09104166666666667
3,27,2018,3,0.051250000000000004
4,27,2018,3,0.04
5,27,2018,3,0.04
6,27,2018,3,0.04
7,27,2018,3,0.04
8,27,2018,3,0.04
9,27,2018,3,0.04
10,27,2018,3,0.04
11,27,2018,3,0.139
12,27,2018,3,0.09999999999999999
1,28,2018,3,0.05654112554112555
2,28,2018,3,0.07389610389610389
3,28,2018,3,0.05000000000000001
4,28,2018,3,0.05395833333333335
5,28,2018,3,0.05000000000000001
6,28,2018,3,0.051686091686091694
7,28,2018,3,0.05132653061224491
8,28,2018,3,0.050918367346938775
9,28,2018,3,0.049999999999999996
10,28,2018,3,0.051326530612244896
11,28,2018,3,0.05
12,28,2018,3,0.06527946127946128
1,62,2018,3,2.1318181818181814
2,62,2018,3,2.23982683982684
3,62,2018,3,2.398397435897436
4,62,2018,3,3.01948051948052
5,62,2018,3,3.4612354312354316
6,62,2018,3,3.159144651644652
7,62,2018,3,4.732517006802721
8,62,2018,3,3.076244469815898
9,62,2018,3,2.239206349206349
10,62,2018,3,2.288979591836735
11,62,2018,3,2.438095238095238
12,62,2018,3,2.812878787878788
1,9,2019,3,12.963709677419356
2,9,2019,3,12.351926406926408
3,9,2019,3,14.04852171974413
4,9,2019,3,7.641551724137931
5,9,2019,3,8.674820788530466
6,9,2019,3,14.806666666666667
7,9,2019,3,15.479429640018699
8,9,2019,3,13.270967741935484
9,9,2019,3,17.83874889478338
10,9,2019,3,12.990526315789474
11,9,2019,3,7.312678062678063
12,9,2019,3,8.49146110056926
1,10,2019,3,15.102772854385757
2,10,2019,3,22.039621489621485
3,10,2019,3,20.97002923976608
4,10,2019,3,13.084288865668176
5,10,2019,3,17.75275217613927
6,10,2019,3,20.740982664995826
7,10,2019,3,25.084678130511463
8,10,2019,3,22.632129499766247
9,10,2019,3,19.84671717171717
10,10,2019,3,26.430555555555557
11,10,2019,3,9.091976264189887
12,10,2019,3,14.745851221657674
1,17,2019,3,0.16756753663003662
2,17,2019,3,0.32005744255744256
3,17,2019,3,1.4480833333333336
4,17,2019,3,0.11829304029304027
5,17,2019,3,0.13345238095238096
6,17,2019,3,0.1942108585858586
7,17,2019,3,0.24987429237429237
8,17,2019,3,0.24741203703703704
9,17,2019,3,0.31438095238095237
10,17,2019,3,0.21500000000000002
11,17,2019,3,0.11163888888888888
12,17,2019,3,0.18344886363636362
1,19,2019,3,0.010000000000000002
2,19,2019,3,0.01
3,19,2019,3,0.04648148148148148
4,19,2019,3,0.0095014245014245
5,19,2019,3,0.010000000000000002
6,19,2019,3,0.010555555555555554
7,19,2019,3,0.01
8,19,2019,3,0.01
9,19,2019,3,0.01
10,19,2019,3,0.01
11,19,2019,3,0.01
12,19,2019,3,0.011363636363636362
1,27,2019,3,
2,27,2019,3,
3,27,2019,3,0.5
4,27,2019,3,
5,27,2019,3,
6,27,2019,3,
7,27,2019,3,0.04
8,27,2019,3,0.04
9,27,2019,3,
10,27,2019,3,
11,27,2019,3,
12,27,2019,3,0.04
1,28,2019,3,0.060641025641025637
2,28,2019,3,0.07661172161172161
3,28,2019,3,0.05981481481481482
4,28,2019,3,0.047507122507122516
5,28,2019,3,0.05000000000000001
6,28,2019,3,0.14230555555555555
7,28,2019,3,0.049999999999999996
8,28,2019,3,0.05000000000000001
9,28,2019,3,0.056805555555555554
10,28,2019,3,0.05
11,28,2019,3,0.049999999999999996
12,28,2019,3,0.08257575757575757
1,62,2019,3,1.757142857142857
2,62,2019,3,2.8280952380952376
3,62,2019,3,2.017724867724868
4,62,2019,3,2.9423809523809523
5,62,2019,3,2.5759523809523808
6,62,2019,3,3.3034704184704187
7,62,2019,3,3.271939171939172
8,62,2019,3,3.073148148148148
9,62,2019,3,2.839746031746032
10,62,2019,3,3.325
11,62,2019,3,2.3
12,62,2019,3,1.4270833333333333
1,9,2017,4,6.634920634920635
2,9,2017,4,16.18957264957265
3,9,2017,4,10.883249299719887
4,9,2017,4,12.802380952380952
5,9,2017,4,8.57126984126984
6,9,2017,4,12.954126984126985
7,9,2017,4,13.324444444444445
8,9,2017,4,9.079206349206348
9,9,2017,4,8.66
10,9,2017,4,7.644126984126984
11,9,2017,4,7.900476190476191
12,9,2017,4,6.278534798534797
1,10,2017,4,19.75179211469534
2,10,2017,4,31.441666666666666
3,10,2017,4,18.583870967741937
4,10,2017,4,20.335555555555555
5,10,2017,4,21.929838709677416
6,10,2017,4,27.883333333333336
7,10,2017,4,26.844086021505376
8,10,2017,4,33.83118279569893
9,10,2017,4,22.302777777777777
10,10,2017,4,17.86720430107527
11,10,2017,4,18.299444444444443
12,10,2017,4,16.16836917562724
1,17,2017,4,0.601
2,17,2017,4,0.492
3,17,2017,4,0.37
4,17,2017,4,0.33299999999999996
5,17,2017,4,0.42200000000000004
6,17,2017,4,0.53125
7,17,2017,4,0.46099999999999997
8,17,2017,4,0.504
9,17,2017,4,0.41100000000000003
10,17,2017,4,0.358
11,17,2017,4,0.5401
12,17,2017,4,0.3516666666666667
1,19,2017,4,0.0051979999999999995
2,19,2017,4,0.00402
3,19,2017,4,0.0052899999999999996
4,19,2017,4,0.0033510000000000002
5,19,2017,4,0.0034599999999999995
6,19,2017,4,0.0037925
7,19,2017,4,0.00255
8,19,2017,4,0.0039299999999999995
9,19,2017,4,0.00321
10,19,2017,4,0.006549999999999999
11,19,2017,4,0.005285
12,19,2017,4,0.0036775
1,27,2017,4,0.15850000000000003
2,27,2017,4,0.0395
3,27,2017,4,0.04
4,27,2017,4,0.017
5,27,2017,4,0.017
6,27,2017,4,0.017
7,27,2017,4,0.0275
8,27,2017,4,0.017
9,27,2017,4,0.017
10,27,2017,4,0.017
11,27,2017,4,0.058499999999999996
12,27,2017,4,0.12299999999999998
1,28,2017,4,0.09620000000000001
2,28,2017,4,0.0771
3,28,2017,4,0.0815
4,28,2017,4,0.0802
5,28,2017,4,0.076
6,28,2017,4,0.0759
7,28,2017,4,0.13679999999999998
8,28,2017,4,0.0744
9,28,2017,4,0.0748
10,28,2017,4,0.050100000000000006
11,28,2017,4,0.07050000000000001
12,28,2017,4,0.10274999999999998
1,62,2017,4,3.106
2,62,2017,4,2.37
3,62,2017,4,4.801
4,62,2017,4,3.396
5,62,2017,4,3.4800000000000004
6,62,2017,4,9.5975
7,62,2017,4,9.809999999999999
8,62,2017,4,8.19
9,62,2017,4,7.109999999999999
10,62,2017,4,5.7299999999999995
11,62,2017,4,5.51
12,62,2017,4,3.841666666666667
1,9,2018,4,8.704053724053724
2,9,2018,4,8.272539682539684
3,9,2018,4,8.00915750915751
4,9,2018,4,12.633928571428571
5,9,2018,4,13.593333333333332
6,9,2018,4,13.572222222222223
7,9,2018,4,18.83650793650794
8,9,2018,4,14.969999999999999
9,9,2018,4,12.79948717948718
10,9,2018,4,9.713333333333333
11,9,2018,4,8.973015873015873
12,9,2018,4,10.820158730158731
1,10,2018,4,18.094623655913978
2,10,2018,4,15.494047619047619
3,10,2018,4,15.078174603174602
4,10,2018,4,25.993888888888886
5,10,2018,4,23.06774193548387
6,10,2018,4,26.694444444444446
7,10,2018,4,32.99032258064516
8,10,2018,4,27.676881720430103
9,10,2018,4,26.848504273504272
10,10,2018,4,20.6551724137931
11,10,2018,4,17.55059829059829
12,10,2018,4,20.107974910394265
1,17,2018,4,0.428
2,17,2018,4,0.254
3,17,2018,4,0.15999999999999998
4,17,2018,4,0.391
5,17,2018,4,0.291
6,17,2018,4,0.363
7,17,2018,4,0.21000000000000002
8,17,2018,4,0.21000000000000002
9,17,2018,4,0.21000000000000002
10,17,2018,4,0.21000000000000002
11,17,2018,4,0.21000000000000002
12,17,2018,4,0.21000000000000002
1,19,2018,4,0.0033900000000000002
2,19,2018,4,0.0024230000000000002
3,19,2018,4,0.00108375
4,19,2018,4,0.0035910000000000004
5,19,2018,4,0.00307
6,19,2018,4,0.003515
7,19,2018,4,0.000603
8,19,2018,4,0.0008430000000000001
9,19,2018,4,0.00043275000000000003
10,19,2018,4,0.000755
11,19,2018,4,0.0007383333333333332
12,19,2018,4,0.0008809999999999998
1,27,2018,4,0.05500000000000001
2,27,2018,4,0.152
3,27,2018,4,0.05450000000000001
4,27,2018,4,0.054000000000000006
5,27,2018,4,0.054000000000000006
6,27,2018,4,0.054000000000000006
7,27,2018,4,0.054000000000000006
8,27,2018,4,0.054000000000000006
9,27,2018,4,0.054000000000000006
10,27,2018,4,0.054000000000000006
11,27,2018,4,0.05500000000000001
12,27,2018,4,0.1375
1,28,2018,4,0.08130000000000001
2,28,2018,4,0.0759
3,28,2018,4,0.0753
4,28,2018,4,0.07650000000000001
5,28,2018,4,0.38770000000000004
6,28,2018,4,0.075375
7,28,2018,4,0.042
8,28,2018,4,0.042
9,28,2018,4,0.042
10,28,2018,4,0.0421
11,28,2018,4,0.043
12,28,2018,4,0.042916666666666665
1,62,2018,4,5.37
2,62,2018,4,4.32
3,62,2018,4,2.2024999999999997
4,62,2018,4,2.7009999999999996
5,62,2018,4,3.944
6,62,2018,4,5.8675
7,62,2018,4,2.452
8,62,2018,4,1.1179999999999999
9,62,2018,4,0.7364999999999999
10,62,2018,4,0.6599999999999999
11,62,2018,4,0.539
12,62,2018,4,0.6
1,9,2019,4,7.5
2,9,2019,4,11.306372549019608
3,9,2019,4,11.909090909090908
4,9,2019,4,9.166666666666666
