MES,MAGNITUD,ANNO,PROVINCIA,MEDIA_VAL,CERO,B,C,ECO,Sin_distintivo,Se_desconoce,VEHICULO
1.0,19.0,2019.0,1.0,0.011935483870967744,0.0,0.0,38.0,0.0,0.0,1.0,2.0
1.0,27.0,2019.0,1.0,0.16111111111111112,3.0,9.0,474.0,47.0,4.0,38.0,1.0
1.0,27.0,2019.0,1.0,0.16111111111111112,0.0,0.0,38.0,0.0,0.0,1.0,2.0
1.0,27.0,2019.0,1.0,0.16111111111111112,0.0,0.0,38.0,0.0,0.0,1.0,2.0
1.0,28.0,2019.0,1.0,0.20000000000000007,3.0,9.0,474.0,47.0,4.0,38.0,1.0
1.0,28.0,2019.0,1.0,0.20000000000000007,0.0,0.0,38.0,0.0,0.0,1.0,2.0
1.0,28.0,2019.0,1.0,0.20000000000000007,0.0,0.0,38.0,0.0,0.0,1.0,2.0
1.0,62.0,2019.0,1.0,2.096774193548387,3.0,9.0,474.0,47.0,4.0,38.0,1.0
1.0,62.0,2019.0,1.0,2.096774193548387,0.0,0.0,38.0,0.0,0.0,1.0,2.0
1.0,62.0,2019.0,1.0,2.096774193548387,0.0,0.0,38.0,0.0,0.0,1.0,2.0
2.0,17.0,2019.0,1.0,0.37777777777777777,4.0,10.0,494.0,49.0,4.0,39.0,1.0
